"city","sector","inventory","pollutant","emission"
"Warsaw","ms7","macc2","so2",3.648211472
"Barcelona","ms7","macc3","so2",4.511666692
"Bucarest","ms7","macc3","so2",8.555448289
"Budapest","ms7","macc3","so2",13.69602896
"Katowice","ms7","macc3","so2",3.561974225
"London","ms7","macc3","so2",7.524328446
"Madrid","ms7","macc3","so2",6.620524677
"Milan","ms7","macc3","so2",3.945615767
"Paris","ms7","macc3","so2",6.624885505
"Sofia","ms7","macc3","so2",11.59994275
"Utrecht","ms7","macc3","so2",6.913198254
"Warsaw","ms7","macc3","so2",3.69158745
"Barcelona","ms34","ctm4iam","voc",1.415879579
"Bucarest","ms34","ctm4iam","voc",42.88501774
"Budapest","ms34","ctm4iam","voc",4.924235357
"Katowice","ms34","ctm4iam","voc",0.054962823
"London","ms34","ctm4iam","voc",2.47830448
"Madrid","ms34","ctm4iam","voc",0.398862839
"Milan","ms34","ctm4iam","voc",2.917305717
"Paris","ms34","ctm4iam","voc",3.123229568
"Sofia","ms34","ctm4iam","voc",4.870107617
"Utrecht","ms34","ctm4iam","voc",0.257275164
"Warsaw","ms34","ctm4iam","voc",0.532725161
"Barcelona","ms34","edgar","voc",3.567798987
"Bucarest","ms34","edgar","voc",8.484626418
"Budapest","ms34","edgar","voc",29.82123762
"Katowice","ms34","edgar","voc",6.506674811
"London","ms34","edgar","voc",6.011689549
"Madrid","ms34","edgar","voc",6.127395537
"Milan","ms34","edgar","voc",2.675345272
"Paris","ms34","edgar","voc",11.00912703
"Sofia","ms34","edgar","voc",16.24745658
"Utrecht","ms34","edgar","voc",3.327128267
"Warsaw","ms34","edgar","voc",4.923293069
"Paris","ms34","emep","voc",2.979543209
"Barcelona","ms34","emep","voc",6.122152868
"Bucarest","ms34","emep","voc",1.642121764
"Budapest","ms34","emep","voc",24.12684492
"Katowice","ms34","emep","voc",10.26477525
"London","ms34","emep","voc",2.53403382
"Madrid","ms34","emep","voc",3.404722385
"Milan","ms34","emep","voc",3.639054768
"Sofia","ms34","emep","voc",3.734797536
"Utrecht","ms34","emep","voc",2.644491185
"Warsaw","ms34","emep","voc",1.742419186
"Barcelona","ms34","jrc","voc",6.783743545
"Bucarest","ms34","jrc","voc",6.304861804
"Budapest","ms34","jrc","voc",15.6821876
"Katowice","ms34","jrc","voc",2.490700086
"London","ms34","jrc","voc",3.756930684
"Madrid","ms34","jrc","voc",2.845819924
"Milan","ms34","jrc","voc",4.409918726
"Paris","ms34","jrc","voc",3.160112045
"Sofia","ms34","jrc","voc",8.771696962
"Utrecht","ms34","jrc","voc",2.69439265
"Warsaw","ms34","jrc","voc",3.002472884
"Barcelona","ms34","macc2","voc",6.887971535
"Bucarest","ms34","macc2","voc",1.948853325
"Budapest","ms34","macc2","voc",7.155128578
"Katowice","ms34","macc2","voc",0.34876298
"London","ms34","macc2","voc",8.416476876
"Madrid","ms34","macc2","voc",7.022606033
"Milan","ms34","macc2","voc",4.444335454
"Paris","ms34","macc2","voc",9.577569801
"Sofia","ms34","macc2","voc",0.582699194
"Utrecht","ms34","macc2","voc",3.783227851
"Warsaw","ms34","macc2","voc",0.41280851
"Barcelona","ms34","macc3","voc",7.098124142
"Bucarest","ms34","macc3","voc",1.709141705
"Budapest","ms34","macc3","voc",26.58492313
"Katowice","ms34","macc3","voc",11.45080632
"London","ms34","macc3","voc",2.526837896
"Madrid","ms34","macc3","voc",3.85997319
"Milan","ms34","macc3","voc",3.966501834
"Paris","ms34","macc3","voc",3.08980627
"Sofia","ms34","macc3","voc",4.053945036
"Utrecht","ms34","macc3","voc",2.740442402
"Warsaw","ms34","macc3","voc",1.881495055
"Barcelona","ms2","ctm4iam","voc",6.738665237
"Bucarest","ms2","ctm4iam","voc",10.93380361
"Budapest","ms2","ctm4iam","voc",20.9373572
"Katowice","ms2","ctm4iam","voc",4.652647467
"London","ms2","ctm4iam","voc",1.805263328
"Madrid","ms2","ctm4iam","voc",9.973862274
"Milan","ms2","ctm4iam","voc",5.62698152
"Paris","ms2","ctm4iam","voc",0.553014816
"Sofia","ms2","ctm4iam","voc",13.04314393
"Utrecht","ms2","ctm4iam","voc",5.664186487
"Warsaw","ms2","ctm4iam","voc",5.097861977
"Barcelona","ms2","edgar","voc",5.578264688
"Bucarest","ms2","edgar","voc",10.53349149
"Budapest","ms2","edgar","voc",23.12071477
"Katowice","ms2","edgar","voc",3.844648746
"London","ms2","edgar","voc",11.05080846
"Madrid","ms2","edgar","voc",9.462508553
"Milan","ms2","edgar","voc",5.819035459
"Paris","ms2","edgar","voc",12.89433084
"Sofia","ms2","edgar","voc",10.64563532
"Utrecht","ms2","edgar","voc",6.357453849
"Warsaw","ms2","edgar","voc",4.141647603
"Paris","ms2","emep","voc",0.704695096
"Barcelona","ms2","emep","voc",2.674006759
"Bucarest","ms2","emep","voc",1.964860624
"Budapest","ms2","emep","voc",4.438603783
"Katowice","ms2","emep","voc",1.783901992
"London","ms2","emep","voc",1.459267903
"Madrid","ms2","emep","voc",1.354566844
"Milan","ms2","emep","voc",0.789745051
"Sofia","ms2","emep","voc",6.30041942
"Utrecht","ms2","emep","voc",4.656515464
"Warsaw","ms2","emep","voc",1.527216448
"Barcelona","ms2","jrc","voc",3.065429887
"Bucarest","ms2","jrc","voc",2.398477574
"Budapest","ms2","jrc","voc",6.335712589
"Katowice","ms2","jrc","voc",2.28581335
"London","ms2","jrc","voc",4.254017115
"Madrid","ms2","jrc","voc",2.724840068
"Milan","ms2","jrc","voc",1.609665544
"Paris","ms2","jrc","voc",2.293964739
"Sofia","ms2","jrc","voc",4.680945173
"Utrecht","ms2","jrc","voc",4.690734879
"Warsaw","ms2","jrc","voc",2.828389992
"Barcelona","ms2","macc2","voc",4.234909886
"Bucarest","ms2","macc2","voc",2.586830455
"Budapest","ms2","macc2","voc",14.44515237
"Katowice","ms2","macc2","voc",2.957041665
"London","ms2","macc2","voc",6.573354958
"Madrid","ms2","macc2","voc",5.79944467
"Milan","ms2","macc2","voc",1.410813687
"Paris","ms2","macc2","voc",6.793150291
"Sofia","ms2","macc2","voc",7.731372075
"Utrecht","ms2","macc2","voc",6.048303521
"Warsaw","ms2","macc2","voc",2.937835696
"Barcelona","ms2","macc3","voc",2.67138087
"Bucarest","ms2","macc3","voc",1.965142852
"Budapest","ms2","macc3","voc",4.443639509
"Katowice","ms2","macc3","voc",1.797639533
"London","ms2","macc3","voc",1.475232948
"Madrid","ms2","macc3","voc",1.355069272
"Milan","ms2","macc3","voc",0.791472258
"Paris","ms2","macc3","voc",0.707413984
"Sofia","ms2","macc3","voc",6.300659665
"Utrecht","ms2","macc3","voc",4.644589381
"Warsaw","ms2","macc3","voc",1.545402436
"Barcelona","ms7","ctm4iam","voc",3.138564969
"Bucarest","ms7","ctm4iam","voc",2.848566779
"Budapest","ms7","ctm4iam","voc",12.73750398
"Katowice","ms7","ctm4iam","voc",3.334350652
"London","ms7","ctm4iam","voc",7.396187248
"Madrid","ms7","ctm4iam","voc",5.938294019
"Milan","ms7","ctm4iam","voc",3.799734065
"Paris","ms7","ctm4iam","voc",9.761443646
"Sofia","ms7","ctm4iam","voc",5.281857281
"Utrecht","ms7","ctm4iam","voc",7.239358556
"Warsaw","ms7","ctm4iam","voc",4.465215889
"Barcelona","ms7","edgar","voc",2.057132235
"Bucarest","ms7","edgar","voc",4.294775626
"Budapest","ms7","edgar","voc",9.192303532
"Katowice","ms7","edgar","voc",2.134579509
"London","ms7","edgar","voc",4.030713153
"Madrid","ms7","edgar","voc",3.144140406
"Milan","ms7","edgar","voc",2.005209881
"Paris","ms7","edgar","voc",2.566630746
"Sofia","ms7","edgar","voc",7.76160529
"Utrecht","ms7","edgar","voc",5.925853091
"Warsaw","ms7","edgar","voc",2.443190856
"Paris","ms7","emep","voc",10.80022712
"Barcelona","ms7","emep","voc",5.841687574
"Bucarest","ms7","emep","voc",9.14950444
"Budapest","ms7","emep","voc",18.90688677
"Katowice","ms7","emep","voc",4.330507935
"London","ms7","emep","voc",9.429655522
"Madrid","ms7","emep","voc",8.285151896
"Milan","ms7","emep","voc",5.067561477
"Sofia","ms7","emep","voc",13.94132466
"Utrecht","ms7","emep","voc",6.014500782
"Warsaw","ms7","emep","voc",4.970210949
"Barcelona","ms7","jrc","voc",7.991203535
"Bucarest","ms7","jrc","voc",6.785247493
"Budapest","ms7","jrc","voc",13.50931696
"Katowice","ms7","jrc","voc",4.035418461
"London","ms7","jrc","voc",12.47113776
"Madrid","ms7","jrc","voc",8.315104536
"Milan","ms7","jrc","voc",4.442478311
"Paris","ms7","jrc","voc",11.85209641
"Sofia","ms7","jrc","voc",11.38461499
"Utrecht","ms7","jrc","voc",6.075994668
"Warsaw","ms7","jrc","voc",4.137051428
"Barcelona","ms7","macc2","voc",5.828114009
"Bucarest","ms7","macc2","voc",9.174137109
"Budapest","ms7","macc2","voc",19.11798745
"Katowice","ms7","macc2","voc",4.31856562
"London","ms7","macc2","voc",9.473128546
"Madrid","ms7","macc2","voc",8.270280134
"Milan","ms7","macc2","voc",4.997425182
"Paris","ms7","macc2","voc",10.86267506
"Sofia","ms7","macc2","voc",13.80184137
"Utrecht","ms7","macc2","voc",5.755271009
"Warsaw","ms7","macc2","voc",5.03039394
"Barcelona","ms7","macc3","voc",5.836216104
"Bucarest","ms7","macc3","voc",9.150426112
"Budapest","ms7","macc3","voc",18.86374297
"Katowice","ms7","macc3","voc",4.333130253
"London","ms7","macc3","voc",9.441027746
"Madrid","ms7","macc3","voc",8.278690695
"Milan","ms7","macc3","voc",5.06929918
"Paris","ms7","macc3","voc",10.81042243
"Sofia","ms7","macc3","voc",13.81808257
"Utrecht","ms7","macc3","voc",6.027067147
"Warsaw","ms7","macc3","voc",4.978398902
